번호,등록번호,서명,저자,출판사,출판년도,
1780,BSL01584,사라진 개구리 벨라,"조애너 콜 글,브루스 디건 그림,이강환 옮김",비룡소,2007,
1781,BSL01585,별을 파는 이상한 아저씨 : 별이 만들어지는 과정,"조애너 콜 글,브루스 디건 그림,이현주 옮김",비룡소,2009,
1782,BSL01586,늪의 괴물이 나타났다 : 나비가 몸을 보호하는 방법,"조애너 콜 글,브루스 디건 그림,이현주 옮김",비룡소,2009,
1783,BSL01587,고리의 비밀을 찾아라 : 고고학을 공부하는 방법,"조애너 콜 글,브루스 디건 그림,이현주 옮김",비룡소,2001,
1784,BSL01588,30개 도시로 읽는 세계사  : 세계 문명을 단숨에 독파하는 역사 이야기,"조 지무쇼 편저,최미숙 옮김",다산초당 :다산북스,2020,
1785,BSL01589,리더라면 정조(正祖)처럼 : 정조대왕의 숨겨진 리더십 코드 5049,"김준혁 지음,수원화성박물관 본문사진",더봄,2020,
1786,BSL01593,훌훌  : 문경민 장편소설,문경민,문학동네,2023,
1787,BSL01606,AI 글쓰기로 수익 1000만원 만들기  : 챗GPT가 쓴 나의 돈 버는 콘텐츠,장세훈 지음,클레버니스,2024,
1788,BSL01613,"(미루지 않고 바로 하는) 시작의 기술  = ,The art of starting",최정우 지음,다른상상,2025,
1789,BSL01614,매일 읽는 한 줄 마음챙김 365  : 하루를 지켜주는 지혜의 루틴,임성훈 지음,다른상상,2025,
1790,BSL01615,"먹히는 글쓰기 끌리는 말하기  = ,Writing talking  : 실전에서 바로 써먹는 글쓰기와 말하기",김대근 지음,보아스,2025,
1791,BSL01616,70세의 정답  : 다가올 30년의 노화를 늦추는 법,"와다 히데키 지음,이정미 옮김",한스미디어 :한즈미디어,2023,
1792,BSL01617,"80세의 벽  : 건강하고 행복한 노후를 만드는 80가지 방법, ,실천편","와다 히데키 지음,김동연 옮김",한스미디어,2023,
1793,BSL01618,80세의 벽,"와다 히데키 지음,김동연 옮김",한즈미디어,2023,
1794,BSL01619,인생에서 8가지 일에만 집중하라  : 꿈을 현실로 만드는 실전 인생 법칙,"양창정,왕샤오단 지음,하은지 옮김",미디어숲 :다빈치하우스,2023,
1795,BSL01620,헌책방 기담 수집가,"윤성근 지음,남서연,황정하 그림.",프시케의숲,2023,
1796,BSL01621,"돈 잘 버는 사람은 분명히 이유가 있다,전자자료  : 베풀수록 돈과 사람이 몰리는 서비스의 비밀",최용덕 지음,이코노믹북스 :이타래제작,2023,
1797,BSL01622,메가젠처럼  : MegaGen Implant  : 인간 중심 경영으로 세계 최고가 된 회사,류랑도 지음,쌤앤파커스,2023,
1798,BSL01623,칠7년의 밤,정유정 지음,은행나무,2011,
1799,BSL01624,나로 늙어간다는 것 : 80대 독일 국민 작가의 무심한 듯 다정한 문장들,"엘케 하이덴라이히 지음,유영미 옮김",북파이프,2025,
1800,BSL01625,여름은 오래 그곳에 남아,"마쓰이에 마사시 지음,김춘미 옮김",김영사 :비채,2023,
1801,BSL01626,그의 운명에 대한 아주 개인적인 생각,유시민,생각의길 :아름다운사람들,2024,
1802,BSL01627,아무도 미워하지 않는 자의 죽음,"잉게 숄 지음,송용구 옮김",평단,2021,
1803,BSL01628,나를 움직인 문장들  : 10년 차 카피라이터의 인생의 방향이 되어준 문장,오하림 지음,샘터(샘터사),2023,
1804,BSL01629,즐거운 어른 : 이옥선 산문,이옥선 지음,이야기장수:문학동네,2025,
1805,BSL01630,사선을 걷는 남자  : 데이비드 발다치 장편소설,"데이비드 발다치 지은이,김지선 옮김",,2024,
1806,BSL01631,나의 인생만사 답사기  : 유홍준 잡문집,유홍준,창비,2024,
1807,BSL01632,"우리,  나이 드는 존재,전자자료 : 멋진 주름을 만들어 가는 여자들",고금숙 외지음,휴머니스트출판그룹 :한국출판콘텐츠제작,2025,
1808,BSL01633,망치의 개그림 일기,김충원 글·그림,진선북스,2025,
1809,BSL01634,하루 하나 Bnanding브랜딩,조연심 지음,HCbooks,2023,
1810,BSL01635,내가 알던 사람  : 알츠하이머의 그늘에서,"샌디프 자우하르,옮긴이: 서정아",글항아리,2024,
1811,BSL01636,필 스터츠의 내면강화  : 흔들리면서도 나아갈 당신을 위한 30가지 마음 훈련,"필 스터츠 지음,박다솜 옮김",다산초당,2025,
1812,BSL01637,다시 살아주세요  : 누구나 주머니에 접어둔 이야기가 있다  : 신미나 산문,신미나,마음산책,2023,
1813,BSL01638,루브르에서 쇼팽을 듣다  : 나의 하루를 그림과 클래식으로 위로 받는 마법 같은 시간,안인모 지음,지식서재,2024,
1814,BSL01639,노화는 느리게 해독은 빠르게 몸은 가볍게  : 가장 건강에 좋은 자연식 해독으로 노화를 늦춘다!,방성혜 지음,트로이목마,2025,
1815,BSL01640,"장하준의 경제학 레시피,전자자료 : 마늘에서 초콜릿까지 18가지 재료로 요리한 경제 이야기","장하준 지음,김희정 옮김",부키,2023,
1816,BSL01641,"저속노화 식사법,전자자료  : 노년내과 의사가 알려주는 기적의 식단 혁명",정희원 지음,테이스트북스 :문학동네,2024,
1817,BSL01642,그림이 있는 성경,"표동자 엮음,김옥순 그림,정태현 성경 풀이",바오로딸,2023,
1818,BSL01643,모호한 상실  : 해결되지 않는 슬픔이 우리를 덮칠 때,"폴린 보스 지음,임재희 옮김",작가정신,2023,
1819,BSL01644,돈과 운의 법칙,남택수 지음,서삼독,2023,
1820,BSL01645,정세현의 통찰  : 국제질서에서 시대의 해답을 찾다,정세현 지음,푸른숲,2023,
1821,BSL01646,"종종 여행 떠나는 카페,전자자료","곤도 후미에 지음,윤선해 옮김",황소자리,2023,
1822,BSL01647,내가 원하는 것을 나도 모를 때  : 잃어버린 나를 찾는 인생의 문장들,전승환 지음,북로망스 :책읽어주는남자,2025,
1823,BSL01648,체질을 아셔야 합니다!  : 바이러스를 이기는 체질별 면역강화법,이병삼 지음,무진장,2022,
1824,BSL01649,"말하지 않으면 인생은 바뀌지 않는다  : 세계 최고의 커뮤니케이션 코치,  샘 혼의 더 이상 물러서지 않는 단호한 대화법","샘 혼 지음,서은경 옮김",서삼독,2024,
1825,BSL01650,"(생각하는 대로 해내는) 시간 연금술사  = ,The time alchemist  : 시간 소비자에서 시간 생산자로 꿈에 조금씩 가까워진다","미야자키 신지 지음,박수현 옮김",밀리언서재,2023,
1826,BSL01651,"파스칼 인생 공부  : 인간의 마음을 해부한,  67가지 철학수업","블레즈 파스칼 원작,김태현 지음",Pascal(파스칼),2024,
1827,BSL01652,생각의 배신  : 머릿속 생각을 끄고 일상을 회복하는 뇌과학 처방전,배종빈 지음,서사원,2024,
1828,BSL01653,일머리 문해력  : 문해력은 어떻게 당신의 무기가 되는가?,송숙희 지음,교보문고,2023,
1829,BSL01654,(명화로 보는)오디세이아,"호메로스 지음,강경수 엮음",미래타임즈,2023,
1830,BSL01655,"라이프 타임,  생체시계의 비밀  : 수면,  건강,  삶에 혁명을 불러오는 최적의 시간을 찾아서","러셀 포스터,옮긴이: 김성훈",김영사,2023,
1831,BSL01656,말리의 일곱 개의 달  : 셰한 카루나틸라카 장편소설,"셰한 카루나틸라카,옮긴이: 유소영",인플루엔셜,2023,
1832,BSL01657,"뜻밖의 것의 단순한 아름다움  : 어느 물리학자의 낚시,  생명,  우주에 관한 명상록","마르셀로 글레이서 지음,노태복 옮김",知와 사랑,2024,
1833,BSL01658,영어독립 365 : 365일 매일 영어! 나도 영어잘할 수 있다!,"영어독립단어 콘텐츠팀,신미주 공지음",상상스퀘어,2023,
1834,BSL01659,프리워터  : 자유를 찾는 모든 이들의 꿈,"아미나 루크먼 도슨, 이원경",밝은미래,2023,
1835,BSL01660,누구나 한번쯤 읽어야 할 목민심서  : 읽으면 힘을 얻고 깨달음을 주는 지혜의 고전,미리내공방 편저,정민미디어,2024,
1836,BSL01661,"베스트 옵션  = ,Best option  : 최고를 만드는 최선의 선택",이병구 지음,비타북스 :헬스조선,2025,
1837,BSL01662,"생에 감사해,전자자료",김혜자 지음,수오서재,2023,
1838,BSL01663,인생은 뜨겁게 : 버트런드 러셀 자서전,"버트런드 러셀 지음,송은경 옮김",사회평론,2019,
1839,BSL01664,오늘도 너는 선물이구나  : 아이의 말 속에서 피어난 성장의 순간들,임정호 지음,미다스북스,2025,
1840,BSL01665,사람을 얻는 지혜,"발타자르 그라시안 지음,김유경 옮김",현대지성,2023,
1841,BSL01666,명랑한 은둔자,"캐럴라인 냅,옮긴이: 김명남",바다출판사,2023,
1842,BSL01667,디 에센셜 김수영,김수영 지음,민음사,2023,
1843,BSL01668,나태주의 행복수업,김지수 지음,열림원,2024,
1844,BSL01669,"셰익스피어,  인간심리 속 문장의 기억  : 한 권으로 보는 셰익스피어 심리학","원작: 윌리엄 셰익스피어,엮음 편역: 박예진",센텐스,2024,
1845,BSL01670,무탈한 하루  : 다정하게 스며들고 번지는 것에 대하여,강건모,교유서가 :교유당,2023,
1846,BSL01671,공자가 죽어야 나라가 산다,김경일 지음,바다출판사,2023,
1847,BSL01672,(박태웅의) AI 강의  : 챗GPT의 실체부터 AI의 진화와 미래까지 인간의 뇌를 초월하는 새로운 지능의 모든 것,박태웅 지음.,한빛비즈,2024,
1848,BSL01673,나이 들수록 행복해지는 인생의 태도에 관하여  : 103세 할머니 의사의 인생 수업,"글래디스 맥게리 지음,이주만 옮김",부키,2025,
1849,BSL01674,"어른의 품위  = ,Dignity of adults  : 진짜 어른이 되기 위해 지켜야 할 삶의 태도",최서영 지음,북로망스 :책읽어주는남자,2025,
1850,BSL01675,공감에 관하여  : 이금희 소통 에세이,이금희,다산책방 :다산북스,2025,
1851,BSL01676,"꽃길이 따로 있나,  내 삶이 꽃인 것을",오평선 지음,포레스트북스 :콘텐츠그룹 포레스트,2024,
1852,BSL01677,그대 늙어가는 것이 아니라 익어가는 것이다,오평선 지음.,콘텐츠그룹 포레스트,2024,
1853,BSL01678,설레는 이에겐 모든 날이 봄입니다,오평선 지음,포레스트북스,2025,
1854,BSL01679,급류  : 정대건 장편소설,정대건 지음.,민음사,2023,
1855,BSL01680,독서동아리 어른의 기분 관리법 : 감정에 휘둘려 손해 봤던 어른을 위한 조언,"손힘찬,이영탁,이현정,승PD,박은주,아이릿,이주희,김영미,이민영 지음",Aascending(어센딩),2025,
1856,BSL01681,잘했고 잘하고 있고 잘 될 것이다,정영욱 지음,부크럼,2024,
1857,BSL01682,허송세월  : 김훈 산문,김훈,나남,2024,
1858,BSL01683,이영미의 평화밥상  : 햇살과 바람에게 배우는 무해한 밥상 이야기,이영미,호밀밭,2023,
1859,BSL01684,느리게 나이 드는 습관 : 노년내과 의사가 알려주는 감속노화 실천법,정희원 지음,한빛라이프,2024,
1860,BSL01685,"은퇴하고 세계여행,  삶이 묻고 여행이 답하다  : 황용화 작가의 여행에세이",황용화,보민,2024,
1861,BSL01686,까칠한 아이,"남찬숙 지음,백두리 그림",오늘책:키즈스콜레,2025,
1862,BSL01687,"친절한 미술관   = ,The museum of gentleness  : 우리가 명화를 감상할 때 궁금해지는 것들",정연은 지음,북클로스,2023,
1863,BSL01688,AI 레볼루션  : 마침내 다가온 선택의 시간,장세훈 지음,클레버니스,2024,
1864,BSL01689,"도둑맞은 집중력  : 집중력 위기의 시대,  삶의 주도권을 되찾는 법","요한 하리 지음,김하현 옮김",어크로스(어크로스출판그룹),2023,
1865,BSL01690,관계는 틈이다,"차이유린 지음,김경숙 옮김",밀리언서재,2025,
1866,BSL01691,세상을 받아들이는 방식,"메리 올리버,옮긴이: 민승남",마음산책,2024,
1867,BSL01692,다락방에서 남편들이 내려와  : 홀리 그라마치오 소설,"홀리 그라마치오,옮긴이: 김은영",북폴리오 :미래엔,2024,
1868,BSL01693,AI 글쓰기로 수익 1000만원 만들기  : 챗GPT가 쓴 나의 돈 버는 콘텐츠,장세훈 지음,클레버니스,2024,
1869,BSL01694,정욕 - 바른 욕망,"아사이 료 (지은이),민경욱 (옮긴이)",리드비,2024,
1870,BSL01695,천 개의 파랑 : 천선란 장편소설,천선란 지음,허블,2025,
1871,BSL01696,매일 듣고 싶은 한마디 365,김옥림 지음,정민미디어,2025,
1872,BSL01697,"4050 생활습관 리셋  = ,Reset your lifestyle  : 잘못된 습관이 병이 되는 것을 막을 마지막 기회",안병택 지음,좋은생각사람들,2024,
1873,BSL01698,하늘과 바람과 별과 인간  : 원자에서 인간까지,김상욱 지음,바다,2024,
1874,BSL01699,모모,"미하엘 엔데 지음,한미희 옮김",비룡소,2025,
1875,BSL01700,인생 보드게임  : 재미가 배움이 되는 시간,"박윤미,정인건 지음",나무의마음,2023,
1876,BSL01701,만화로 보는 심리 법칙  : 효율적으로 일하고 유연하게 관계 맺고 싶은 당신을 위한 45가지 이야기,강호걸 지음,오아시스,2024,
1877,BSL01702,옥스퍼드 오늘의 단어책  : 옥스퍼드 사전 편찬자 수지 덴트의 지적인 어원 수업  : 1일 1단어 1기쁨,"수지 덴트 지음,고정아 옮김",윌북,2023,
1878,BSL01703,마흔 고비에 꼭 만나야 할 장자 : 초월적 긍정주의자가 전하는 삶의 지혜,이길환 지음,이든서재:다빈치하우스,2025,
1879,BSL01704,내가 원하는 것을 나도 모를 때  : 잃어버린 나를 찾는 인생의 문장들,전승환 지음,북로망스 :책읽어주는남자,2025,
1880,BSL01705,그의 운명에 대한 아주 개인적인 생각,유시민,생각의길 :아름다운사람들,2024,
1881,BSL01706,새는 날아가면서 뒤를 돌아보지 않는다,류시화,더숲,2025,
1882,BSL01708,그 많던 싱아는 누가 다 먹었을까  : 박완서 장편소설,박완서 지음,세계사,2023,
1883,BSL01709,당신도 느리게 나이 들 수 있습니다  : 나이가 들어도 몸의 시간을 젊게,정희원 지음,더 퀘스트 :길벗,2023,
1884,BSL01710,얼떨결에 시골을 접수한 메르타 할머니  : 카타리나 잉엘만순드베리 장편소설,"카타리나 잉엘만순드베리,옮긴이: 최민우",열린책들,2023,
1885,BSL01711,싯다르타,"헤르만 헤세,옮긴이: 박병덕",민음사,2025,
1886,BSL01712,(The) money book  : 잘 살아갈 우리를 위한 금융생활 안내서,토스 엮음,Toss :비바리퍼블리카,2024,
1887,BSL01713,큰글자책 즐거운 어른 : 이옥선 산문,이옥선 지음,이야기장수,2024,
1888,BSL01714,당신의 마음은 몇 살입니까  : 에릭슨의 발달단계로 읽는 삶의 지혜,이수경 지음,미다스북스,2023,
1889,BSL01715,"티핑 포인트의 설계자들  : 빅 트렌드의 법칙과 소셜 엔지니어링의 비밀,전자자료","말콤 글래드웰 지음,김태훈 옮김",비즈니스북스 :북틀제작,2025,
1890,BSL01716,Alone,"줌파 라히리,에이미 션,제스민 워드,마야 샨바그 랭,레나 던햄,매기 쉽스테드,헬레나 피츠제럴드,마일 멜로이,클레어 데더러,에이자 게이블,멜리사 페보스,디나 나예리,제프리 레너드 앨런,앤서니 도어,에밀리 라보트,진 곽,피터 호 데이비스,이윤 리,메건 기딩스,이마니 페리,리디아 유크나비치,레브 그로스먼,옮긴이: 정윤희",혜다,2023,
1891,BSL01717,마음의 지혜 : 내 삶의 기준이 되는 8가지 심리학,김경일 지음,포레스트북스,2024,
1892,BSL01718,(사람과 돈이 따르는) 센스 있는 3초 표현,"아소 사이카 지음,이은혜 옮김",아이템하우스,2024,
1893,BSL01719,넘어져도 괜찮아 무릎 좀 까지면 어때,"라오양의 부엉이 지음,하진이 옮김",다연,2025,
1894,BSL01720,불안,"알랭 드 보통 지음,정영목 옮김",은행나무,2024,
1895,BSL01721,돈으로 살 수 없는 것들 : 무엇이 가치를 결정하는가,"마이클 샌델 지음,안기순 옮김",와이즈베리,2023,
1896,BSL01722,당신은 어떤 가면을 쓰고 있나요  : 명랑한 척하느라 힘겨운 내향성 인간을 위한 마음 처방,"양스위엔 지음,박영란 옮김",미디어숲 :다빈치하우스,2023,
1897,BSL01723,AI 레볼루션  : 마침내 다가온 선택의 시간,장세훈 지음,클레버니스,2024,
1898,BSL01724,"노시니어존  = ,老seeːnear zone  : 우리의 미래를 미워하게 된 우리","구정우,김혜리,김태유,장기중,이상희,남궁은하,하야카와 치에 지음",마로니에북스,2025,
1899,BSL01725,헤밍웨이 내가 사랑한 파리,"어니스트 헤밍웨이 지음,김보경 옮김",한길사,2023,
1900,BSL01726,숨결이 바람 될 때  : 서른여섯 젊은 의사의 마지막 순간,"폴 칼라니티 지음,이종인 옮김",흐름출판,2023,
1901,BSL01727,추천일반 노랑무늬영원 : 2024 노벨문학상 수상작가,한강 지음,문학과지성사,2024,
1902,BSL01728,흔들릴 줄 알아야 부러지지 않는다  : 인생의 무게를 반으로 줄이는 마음 수업,김정호 지음,달콤북스 :스몰빅미디어,2023,
1903,BSL01729,(인문학을 좋아하는 사람들을 위한) 반야심경,"야마나 테츠시 지음,최성현 옮김",불광출판사,2024,
1904,BSL01730,"내가 빛나는 순간  = ,Shining moment","파울로 코엘료 지음,윤예지 그림,박태옥 옮김",자음과모음,2023,
1905,BSL01731,아주 희미한 빛으로도,최은영 지음,문학동네,2024,
1906,BSL01732,여하튼 걸어보기로 했다  : 121만 보쯤에서 깨달은 어느 순례자의 찌질한 기록,글,미다스북스,2023,
1907,BSL01733,"남아 있는 나날,가즈오 이시구로 장편소설,가즈오 이시구로 지음,송은경 옮김",가즈오 이시구로,,민음사,
1908,BSL01734,"여기는 커스터드,  특별한 도시락을 팝니다","가토 겐 지음, 양지윤 옮김",필름,2024,
1909,BSL01735,상실의 기쁨  : 흐릿한 어둠 속에서 인생의 빛을 발견하는 태도에 관하여,"프랭크 브루니 지음,홍정인 옮김",웅진지식하우스 :웅진씽크빅,2023,
1910,BSL01736,"오십의 기술 : 나이 들수록 재미,  가족,  관계,  행복,  품격,  지식이 높아지는",이호선 지음,카시오페아,2024,
1911,BSL01737,소로의 문장들  : 한 권으로 만나는 소로의 정수,"헨리 데이비드 소로 지음, 박명숙 엮고 옮김",마음산책,2023,
1912,BSL01738,적을 만들지 않는 대화법 : 사람을 얻는 마법의 대화 기술 56,"샘 혼 지음,이상원 옮김",갈매나무,2023,
1913,BSL01739,나무,"고다 아야 지음,차주연 옮김",책사람집,2024,
1914,BSL01740,(超譯) 니체의 말,"프리드리히 니체 지음,시라토리 하루히코 엮음,박재현 옮김",삼호미디어,2023,
1915,BSL01741,로미오와 줄리엣,"셰익스피어 글,김종환 옮김,쁘쁘첸코 류다 그림",가지않은길,2023,
1916,BSL01742,용의자 X의 헌신,"히가시노 게이고 지음,양억관 옮김",재인,2024,
1917,BSL01743,내 삶을 지키는 바운더리  : 모든 문제는 선을 넘으면서 시작된다,"쑤쉬안후이 지음,김진환 옮김",시옷책방,2024,
1918,BSL01744,기쁜 눈물,이도 글·그림,임팩트하우스,2024,
1919,BSL01745,(회사에서 바로 통하는) 실무 엑셀 파워포인트 워드&한글  : 현장밀착형 입문서  : 모든 버전 사용 가능,"전미진,이화진,신면철 지음",한빛미디어,2024,
1920,BSL01746,"(고정욱 선생님이 들려주는) 빛나는 말,  힘 나는 말","고정욱 글,릴리아 그림",우리학교,2024,
1921,BSL01747,"벌거벗은 세계사 : 벗겼다,  세상을 뒤흔든 결정적 순간들, ,사건편 2",tvN〈벌거벗은 세계사〉제작팀 지음,교보문고,2022,
1922,BSL01748,100가지 동물로 읽는 세계사,"사이먼 반즈 지음,오수원 옮김",현대지성,2024,
1923,BSL01749,"(요리 마법사 아하부장의) 매직 레시피 = ,Magic recipe : 난생처음 요리하는 당신이라도 전문점 맛 그대로!","아하부장 지음,이건희 사진",프롬비,2024,
1924,BSL01750,선생님을 위한 챗GPT 수업 지침서,현직 초중고 교사 14인 지음,NE능률,2023,
1925,BSL01751,0원으로 사는 삶  : 나의 작은 혁명 이야기,박정미 지음,들녘,2023,
1926,BSL01752,미키7  : 에드워드 애슈턴 SF 장편소설,"에드워드 애슈턴,옮긴이: 배지혜",황금가지,2022,
1927,BSL01753,미키7  : 에드워드 애슈턴 SF 장편소설,"에드워드 애슈턴,옮긴이: 배지혜",황금가지,2022,
1928,BSL01754,새들이 남쪽으로 가는 날,"리사 리드센 지음,손화수 옮김",북파머스,2025,
1929,BSL01755,인생에 깊이를 더하는 고전 읽기,이강래 편역,다연,2025,
1930,BSL01756,(의역) 난중일기 : 이순신이 보고 쓴 임진왜란 7년사,"이순신 지음,김종대 엮어 옮김",가디언,2025,
1931,BSL01757,"나는 논어를 만나 행복해졌다  : 나로 살아가기 위한 든든한 인생 주춧돌,  논어 한마디","판덩 지음,이서연 옮김",미디어숲 :다빈치하우스,2023,
1932,BSL01758,"자신의 존재에 대해 사과하지 말 것,전자자료  : 삶,  사랑,  관계에 닿기 위한 자폐인 과학자의 인간 탐구기","카밀라 팡 지음,김보은 옮김",푸른숲 :이타래제작,2023,
1933,BSL01759,나 자신에게 '좋아요'를 눌러주세요,"츠지 슈이치 지음,한세희 옮김",밀리언서재,2020,
1934,BSL01760,행복한 이기주의자 : 나의 가치는 내가 결정한다,"웨인 다이어 지음,오현정 옮김",21세기북스,2023,
1935,BSL01761,끌리는 이들에겐 이유가 있다  : 성공한 사람들의 30가지 매력,박기수 지음,예미,2024,
1936,BSL01762,예지몽 : 히가시노 게이고 소설,"히가시노 게이고 지음,양억관 옮김",재인,2024,
1937,BSL01763,행복할 거야 이래도 되나 싶을 정도로,일홍 지음,부크럼,2024,
1938,BSL01764,브랜드로 남는다는 것  : 홍성태 교수의 특별한 경영수업,홍성태 지음,북스톤,2023,
1939,BSL01765,일기 감추는 날,"황선미 글,조미자 그림",이마주,2020,
1940,BSL01766,러시아 소설  : 엠마뉘엘 카레르 장편소설,"엠마뉘엘 카레르,옮긴이: 임호경",열린책들,2017,
1941,BSL01767,엄마는 산티아고  : 소녀 같은 엄마와 다 큰 아들의 산티아고 순례기,원대한,황금시간,2014,
1942,BSL01768,아홉살 인생,위기철 지음,청년사,2006,
1943,BSL01769,왕국  : 엠마뉘엘 카레르 장편소설,"엠마뉘엘 카레르,옮긴이: 임호경",열린책들,2018,
1944,BSL01770,4의 비밀 : 프레드 바르가스 장편소설,"프레드 바르가스 지음,김남주 옮김",민음사,2009,
1945,BSL01771,위안의 서  : 제3회 황산벌청년문학상 수상작  : 박영 장편소설,박영,은행나무,2017,
1946,BSL01772,책먹는 여우,"프란치스카 비어만 ,김경연 옮김",김영사:주니어김영사,2007,
1947,BSL01773,싸울 때마다 투명해진다  : 은유 산문집,은유,서해문집,2016,
1948,BSL01774,"색,  계(色,  戒) : 장아이링 소설집","장아이링 지음,김은신 옮김",랜덤하우스코리아,2008,
1949,BSL01775,너라는 숲,이애경 지음,허밍버드 :백도씨,2017,
1950,BSL01776,내 식탁 위의 책들 : 세상에서 제일 맛있는 종이 위의 음식들,정은지 지음,앨리스,2012,
1951,BSL01777,"(고미숙의) 로드클래식,  길 위에서 길 찾기  = ,Road classic",고미숙 지음,북드라망,2015,
1952,BSL01778,"문학나눔,동백꽃,  울다","윤소희 글,배중열 그림",풀빛,2024,
1953,BSL01779,"시,  마당을 쓸었습니다  : 시,  시인,  시인을 위하여  : 나태주 시선집",나태주,푸른길,2016,
1954,BSL01780,도련님,"나쓰메 소세키 지음,육후연 옮김",인디북,2007,
1955,BSL01781,수정마개,"모리스 르블랑 지음,붉은 여우 옮김",넥서스,2012,
1956,BSL01782,오래 보아야 예쁘다 너도 그렇다  : 나를 감싸 안는 따뜻한 시 문장들,"나태주 엮음,한아롱 그림",RHK(알에이치코리아),2016,
1957,BSL01783,고전 탐독,정제원 지음,평단문화사,2011,
1958,BSL01784,빠빠라기  : 처음으로 문명을 본 남태평양 티아베아 섬마을 추장 두이아비 연설집,"투이아비 지음,에리히 쇼이어만 엮음,강무성 옮김",열린책들,2010,
1959,BSL01785,"밤의 양들. 1  = ,Gospel of murder  : 이정명 장편소설",이정명,은행나무,2019,
1960,BSL01786,"밤의 양들 2 = ,Gospel of murder  : 이정명 장편소설",이정명,은행나무,2019,
1961,BSL01787,"개밥바라기별,전자책  : 황석영 소설",황석영 지음,문학동네,2008,
1962,BSL01788,연을 쫓는 아이  : 할레드 호세이니 장편소설,"할레드 호세이니 지음,왕은철 옮김",현대문학,2012,
1963,BSL01789,밤의 피크닉,"온다 리쿠 지음,권남희 옮김",북폴리오 :미래엔,2014,
1964,BSL01790,"궤도의 밖에서,  나의 룸메이트에게  : 전삼혜 장편소설",전삼혜,문학동네,2021,
1965,BSL01791,하품의 언덕  : 문보영 소설집,문보영,Alma(알마),2021,
1966,BSL01792,숨어 사는 내 친구,"카이사 고단 글,이유진 옮김",한울림어린이,2019,
1967,BSL01793,사요나라 사요나라 : 요시다 슈이치 장편소설,"요시다 슈이치 지음,이영미 옮김",노블마인,2011,
1968,BSL01794,칠7년 후  : 기욤 뮈소 장편소설,"기욤 뮈소,옮긴이: 임호경",밝은세상,2012,
1969,BSL01795,배신당한 유언들  : 밀란 쿤데라 에세이,"밀란 쿤데라,옮긴이: 김병욱",민음사,2013,
1970,BSL01796,나의 문화유산답사기,유홍준 지음,창비,2018,
1971,BSL01797,나의 북한 문화유산답사기 : 금강예찬,유홍준 지음,중앙 M&B,2001,
1972,BSL01798,나의 북한 문화유산답사기,"유홍준 저.,1-2",중앙M＆B,2001,
1973,BSL01799,"(그림으로 보는) 십자군 이야기  = ,Story of the crusades","시오노 나나미,그린이: 귀스타브 도레,옮긴이: 송태욱",문학동네,2011,
1974,BSL01800,"단군의 나라,  카자흐스탄",김정민 지음,글로벌콘텐츠,2019,
1975,BSL01801,낭만 레트로 일본 애니여행,윤정수 지음,리스컴,2015,
1976,BSL01802,"모로코의 이방인  = ,(A) stranger in Morocco",김성희 글·사진,북하우스,2008,
1977,BSL01803,부산에 살지만  : 문화로 읽는 부산,글쓴이: 박훈하,비온후,2022,
1978,BSL01804,(제왕의 스승) 장량,"위리 지음,김영문 옮김",더봄,2021,
1979,BSL01805,안흥량 난행량  : 파도가 들려주는 세곡선 이야기,이상각 지음,아이필드,2021,
1980,BSL01806,"싸드  = ,Thaad  : 김진명 장편소설",김진명,새움출판사,2017,
1981,BSL01807,별이 차가운 밤이면  : 이병주 장편소설,"이병주 지음,김윤식,김종회 엮음",문학의숲,2009,
1982,BSL01808,"제주에서 1년 살아보기  : 네,  지금 행복합니다",박선정 지음,미니멈(minimum),2015,
1983,BSL01809,(신화로 읽고 역사로 쓰는) 그리스,김영숙 지음,일파소,2017,
1984,BSL01810,지도 위의 인문학  : 지도 위에 그려진 인류 문명의 유쾌한 탐험,"사이먼 가필드 지음,김명남 옮김",다산초당 :다산북스,2015,
1985,BSL01811,"사피엔스  : 유인원에서 사이보그까지,  인간 역사의 대담하고 위대한 질문","유발 하라리,옮긴이: 조현욱",김영사,2015,
1986,BSL01812,"류성룡,  7년의 전쟁  : <<징비록>>이 말하는 또 하나의 임진왜란",이종수 지음,생각정원,2015,
1987,BSL01813,일빵빵 + 스토리가 있는 영어회화,서장혁 지음,토마토,2014,
1988,BSL01814,그림자 정부,이리유카바 최 지음,해냄,2024,
1989,BSL01815,역사의 쓸모  : 자유롭고 떳떳한 삶을 위한 22가지 통찰,최태성 지음,다산초당 :다산북스,2020,
1990,BSL01816,"다시,  오래된 다리를 거닐다  : 역사를 아로새긴 한국의 옛 다리를 찾아서",이영천 지음,루아크,2021,
1991,BSL01817,30개 도시로 읽는 세계사  : 세계 문명을 단숨에 독파하는 역사 이야기,"조 지무쇼 편저,최미숙 옮김",다산초당 :다산북스,2020,
1992,BSL01818,냉전의 폐허  : 미국의 정의와 일본의 전쟁범죄에 대한 태평양횡단 비평,"리사 요네야마 저,김려실 역",부산대학교출판문화원,2023,
1993,BSL01819,"세계시민을 위한 없는 나라 지리 이야기,전자자료",서태동 외지음,롤러코스터,2022,
1994,BSL01820,조선에 반(反)하다   : 벌거벗은 자들이 펼치는 역류의 조선사,조윤민 지음,글항아리,2018,
